06/27/2018,3CK,ROBBERY - COMMERCIAL,I,KNIFE,712.0,WESTERN,Poppleton,-76.63703000000001,39.28864,GROCERY/CO,1.0
06/27/2018,4B,AGG. ASSAULT,O,KNIFE,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.56962,39.29511,STREET,1.0
06/27/2018,3CF,ROBBERY - COMMERCIAL,I,FIREARM,141.0,CENTRAL,Mid-Town Belvedere,-76.61426,39.301140000000004,LIQUOR STO,1.0
06/27/2018,3AO,ROBBERY - STREET,O,OTHER,613.0,NORTHWESTERN,Towanda-Grantley,-76.66932,39.33833,STREET,1.0
06/27/2018,4D,AGG. ASSAULT,I,HANDS,241.0,SOUTHEASTERN,Pulaski Industrial Area,-76.53738,39.29963,OTHER - IN,1.0
06/27/2018,4A,AGG. ASSAULT,O,FIREARM,842.0,SOUTHWESTERN,Saint Josephs,-76.67493,39.28723,STREET,1.0
06/27/2018,4A,AGG. ASSAULT,O,FIREARM,842.0,SOUTHWESTERN,Saint Josephs,-76.67493,39.28723,STREET,1.0
06/27/2018,3AF,ROBBERY - STREET,O,FIREARM,434.0,NORTHEASTERN,Belair-Edison,-76.57372,39.32156,STREET,1.0
06/27/2018,4B,AGG. ASSAULT,I,KNIFE,614.0,NORTHWESTERN,Central Park Heights,-76.66793,39.34406,ROW/TOWNHO,1.0
06/27/2018,3AF,ROBBERY - STREET,O,FIREARM,923.0,SOUTHERN,Lakeland,-76.65403,39.25586,STREET,1.0
06/27/2018,2A,RAPE,I,OTHER,923.0,SOUTHERN,Lakeland,-76.65191999999999,39.252759999999995,APT/CONDO,1.0
06/26/2018,4A,AGG. ASSAULT,I,FIREARM,542.0,NORTHERN,Pen Lucy,-76.60354,39.33982,HOSP/NURS.,1.0
06/26/2018,4C,AGG. ASSAULT,I,OTHER,421.0,NORTHEASTERN,Lauraville,-76.57715999999999,39.34183,ROW/TOWNHO,1.0
06/26/2018,4C,AGG. ASSAULT,I,OTHER,421.0,NORTHEASTERN,Lauraville,-76.57715999999999,39.34183,ROW/TOWNHO,1.0
06/26/2018,3AJF,ROBBERY - CARJACKING,O,FIREARM,712.0,WESTERN,Poppleton,-76.63476999999999,39.290440000000004,STREET,1.0
06/26/2018,4D,AGG. ASSAULT,I,HANDS,111.0,CENTRAL,Downtown,-76.61515,39.29012,OTHER - IN,1.0
06/26/2018,3AF,ROBBERY - STREET,O,FIREARM,833.0,SOUTHWESTERN,Yale Heights,-76.69400999999999,39.28082,PARKING LO,1.0
06/26/2018,4B,AGG. ASSAULT,O,KNIFE,742.0,WESTERN,Sandtown-Winchester,-76.64362,39.30549,STREET,1.0
06/26/2018,4B,AGG. ASSAULT,I,KNIFE,331.0,EASTERN,Broadway East,-76.58447,39.31157,ROW/TOWNHO,1.0
06/26/2018,4B,AGG. ASSAULT,O,KNIFE,832.0,SOUTHWESTERN,Violetville,-76.67137,39.27355,STREET,1.0
06/26/2018,4A,AGG. ASSAULT,O,FIREARM,621.0,NORTHWESTERN,Forest Park,-76.68251,39.32739,STREET,1.0
06/26/2018,3CK,ROBBERY - COMMERCIAL,I,KNIFE,514.0,NORTHERN,Charles North,-76.61815,39.3132,GROCERY/CO,1.0
06/26/2018,4C,AGG. ASSAULT,O,OTHER,342.0,EASTERN,Darley Park,-76.59373000000001,39.315540000000006,ALLEY,1.0
06/26/2018,3AF,ROBBERY - STREET,O,FIREARM,212.0,SOUTHEASTERN,Butcher's Hill,-76.58633,39.29302,STREET,1.0
06/26/2018,4B,AGG. ASSAULT,I,KNIFE,913.0,SOUTHERN,Brooklyn,-76.60372,39.235490000000006,ROW/TOWNHO,1.0
